,viscosity,horizontal_permeability,k_v_h,porosity,pay_thickness,steam_injection_pressure,steam_injection_rate,,,,,,,,a,b,c,d,e,f,g,h
11,2617561.72095859,4039.79545506899,0.646609209432573,33.4980837514734,233.889551996529,2261.73061867981,16403.6856232598,,922651.950525827,,,,,,0.979831715710386,0.423171420412786,0.517026973309724,0.922513178314731,0.967319230627693,0.779949917328968,0.718909599637614,0.641035717118499
12,631652.85666132,8168.35972412475,0.968702071358374,38.8345473435312,46.6340769541694,6963.60115531237,3487.83494701035,,224484.668523121,,,,,,0.977644979422884,0.978074468760505,0.920299360688633,0.740120231102416,0.60260366382205,0.666058507857438,0.849094226868973,1.09187262222437
13,1117200.38535987,1472.90658299183,0.16562247452868,23.8177835932245,85.0686951044494,1237.29531509854,6684.67682467334,,393554.500197437,,,,,,0.881026188102893,0.25790343972305,0.119245146315896,0.343464025090978,0.998712156174699,0.760733956791658,0.573002962743864,0.470799361703637
14,2530534.66964473,3533.82073475332,0.600847616085419,32.9885654117279,200.746505942863,1831.50634696851,16890.3870920242,,892213.628152558,,,,,,0.244854897163527,0.145575026483129,0.817550032380242,0.561124422468701,0.97779486592724,0.0425233378426451,0.157151508165683,0.270394413492013
15,97983.0573520866,3768.43591856131,0.526821742559457,31.1880945642204,7.79963127169889,2470.64638111029,339.176846999671,,35572.858442065,,,,,,0.112122936193984,0.213512343596478,0.355559929774332,0.0115804730549879,0.867469934329886,0.358783577251852,0.816385866779788,0.414806999728759
16,162835.25532056,5157.90043151159,0.775470509020308,35.371097357058,11.7699797244969,3214.27524486561,591.490131194614,,58808.7350877117,,,,,,0.628055906013776,0.590957028460735,0.170091369715257,0.19547298800776,0.550896375945308,0.298191171314467,0.818356040838725,0.797386343515325
17,506566.671728938,4484.38536779831,0.640537088771529,33.1097017997385,40.1885552270247,2967.44701288331,2550.67373658056,,179495.597363821,,,,,,0.96022951797142,0.236941655221675,0.429734111277584,0.0188894037408844,0.914551239018316,0.649437175243165,0.649083916138902,0.62292328846535
18,2102259.76864243,4237.80794307472,0.570602127564837,31.7695391421446,158.179599003774,2987.70980504177,14413.2332136009,,741650.65641424,,,,,,0.322503020045578,0.280651928648502,0.215468676873028,0.86714776477306,0.470397945421751,0.726579382374235,0.607317579006543,0.407982798505333
19,2456039.32014226,1581.41864207818,0.198471534046083,25.4767844685722,205.754905986515,1225.7198286596,15669.7523418489,,865039.286753534,,,,,,0.407568145203192,0.714630181513428,0.658410785413917,0.978187929385628,0.236504925814808,0.988912145178902,0.0190264423216841,0.504670156662189
20,1019208.08378388,7450.3210929349,0.899615872070579,37.4119313095373,79.3922787924964,6423.26312054679,5835.13189325121,,360658.694688054,,,,,,0.523535322187104,0.41717409792485,0.385907803934336,0.0931446361001999,0.740240954338013,0.629947521925912,0.633025622200325,0.573194898028024
21,1686777.83141242,6515.71399112675,0.880034265109687,37.0479108013872,135.4910645586,4790.893926861,10376.6870877456,,595609.070155448,,,,,,0.305655285838661,0.0250567102396612,0.182185793393888,0.115123918038276,0.978835070845945,0.511958486318479,0.76449494168421,0.304082017077694
22,141414.495085318,1634.94729006653,0.197976542199251,25.0315719283111,10.7458537976557,1256.06001682395,512.234336649748,,50136.3735191302,,,,,,0.984113590315149,0.637714585987781,0.77916011208704,0.891770438487287,0.451662251612086,0.81337488726117,0.535360555366195,0.837287552516787
23,254109.853996771,4271.58988318139,0.616192437692473,32.7449765019521,20.0049784213449,2764.18078021949,1113.63639173892,,90624.1725903204,,,,,,0.690777649687784,0.659753351019882,0.405537436924461,0.532158336726263,0.44751193505287,0.397669274488325,0.784216517866484,0.857610702373884
24,1466723.81827689,4718.22062399076,0.770020000638761,35.3821933598273,116.557513009496,2569.41769124881,8849.7400626271,,517702.633479347,,,,,,0.881494882629792,0.762135008784282,0.529724469037631,0.857762354788688,0.337842583155447,0.529044155308751,0.658418717492991,0.928001776781059
25,711561.012535942,7101.17509117625,0.873502036406975,36.913516423348,48.8129782691148,6007.41426032688,4108.62413532993,,252356.643026225,,,,,,0.238513528197137,0.387996239801171,0.29095288346706,0.38806453003426,0.502416908781692,0.0343938733564202,0.369143517761207,0.489458903439668
26,783650.913882329,4016.09468205598,0.588394284401579,32.3490743034939,61.0386210579406,2517.82022308948,4288.58034712889,,276901.493779381,,,,,,0.110210353963132,0.899282448658284,0.949378483764818,0.401221342613741,0.567269668131173,0.692739124167369,0.790210610461411,0.771733709395438
27,730563.965027949,2519.13833023155,0.476402439940088,31.708505611943,56.9944645160363,1309.45578934058,3947.2296763276,,257780.374309517,,,,,,0.653976659755863,0.335565172725092,0.502566765526443,0.669754740891764,0.078717548102458,0.440124238954009,0.582041753221731,0.737182299156162
28,864182.832685564,4271.45221704454,0.652737070099028,33.4778938319611,66.8275219926429,2559.7885339923,4847.64012749976,,305363.443597662,,,,,,0.25370910961787,0.309863710293119,0.42556579182902,0.714724400708121,0.628110170146073,0.789050460154533,0.817919734949632,0.457422051931861
29,19042.3566400788,4314.36376516538,0.621386642304043,32.823890977251,1.35805025803969,2802.98007316907,56.7098650673646,,8028.70601720013,,,,,,0.297493372652862,0.695750870312042,0.259283760505636,0.620001967179164,0.607422130883513,0.577921485529702,0.870583439365195,0.666815898840376
30,816805.199117881,5609.22572288341,0.798835336614085,35.6908163305315,65.8432074881905,3825.14871348432,4351.85541329605,,288981.405875076,,,,,,0.982403131689315,0.681322701092508,0.933903584396023,0.330976572466147,0.934591654688002,0.488889244690826,0.107210819701399,0.710771860192454
31,287416.87011277,4990.75841023761,0.790621785298747,35.6640042945212,19.3493558588105,2844.57495380478,1210.13172624917,,102595.277850977,,,,,,0.207185876702148,0.154403082014377,0.645947632657228,0.0521432082217414,0.596402344731419,0.800862105293605,0.821036817129348,0.467303604258096
32,236789.591636198,5542.86842338798,0.706628831567585,33.9395692484498,16.5746708823642,4419.08106572081,946.683706257193,,84782.4266113131,,,,,,0.189603125575517,0.461320520339859,0.0916692393542389,0.389533807089551,0.16146930783456,0.290473460144994,0.222233160676864,0.4722141230984
33,2521395.05705035,1410.45948149329,0.152489472592097,23.1444128966003,207.863866600424,1237.25150099687,16306.9803387844,,888045.5254141,,,,,,0.086063236964095,0.610469290830569,0.783926080917932,0.518442492400976,0.672058242041459,0.870725403127802,0.802786873077731,0.562388695790922
34,2039511.73976194,5724.20831233435,0.862729425662882,36.7745556034269,157.202544628323,3486.52429960786,13521.1480262989,,719937.893729797,,,,,,0.709080558530893,0.0220465471344169,0.903005344163634,0.474800934642705,0.121517690487074,0.856895408107805,0.90698921133017,0.733380825124981
35,1243584.03371928,4590.46953158497,0.608551011309284,32.356308423253,91.5086662245657,3360.58610523146,7960.64777381115,,439154.611074497,,,,,,0.451935806346903,0.738262014759226,0.630166862410676,0.35039520873876,0.00182760161800756,0.310954459080943,0.091896677413823,0.756417214484673
36,2842273.80914894,4908.26528594645,0.632842289561283,32.68453745754,237.061585303995,3772.92811165042,18476.9570439101,,1002093.28719638,,,,,,0.993779761349954,0.45404488705771,0.924810051704557,0.433729163851245,0.127573986401177,0.517836865229291,0.990513037675112,1.09256828630433
37,2410115.91392555,2477.45918061156,0.38017026176251,29.3786146944841,197.932265049381,3769.47253469353,15532.90534318,,848909.807530782,,,,,,0.723546282977304,0.389945693537374,0.967279312188075,0.760672244485849,0.192087779744068,0.374712474636611,0.799314234570075,0.897712150815068
38,1641640.00642083,1977.54530746247,0.27826280490238,27.4030925204296,119.458079588065,2348.10517707217,24582.8801451268,,582867.223680815,,,,,,0.728299892017638,0.707185170553891,0.623721963484322,0.915266152641922,0.00536035538277204,0.471131654943154,0.333831124493684,0.849580337958586
39,3129561.28497509,4746.01879099844,0.642457655522868,32.9921335521214,300.778153756827,2719.37271413574,19583.0965341695,,1103073.4298496,,,,,,0.00338153592067073,0.813969807502512,0.686505432587673,0.408299953274649,0.904044998563934,0.174102870118245,0.659848251708612,0.611289237428853
40,333620.19974844,5859.67125422892,0.795435538403111,35.5833555929375,26.5524181922861,2384.91693673568,1569.02214112418,,119304.69712995,,,,,,0.593921276571897,0.462699467115318,0.893575653093854,0.496302229133728,0.754882621182219,0.384813417144386,0.35081483484057,0.605210988378262
41,1502361.79108823,2614.55239692076,0.356552999396196,28.3005327850832,121.390781140021,2353.15106266262,8994.99448747586,,529391.602187917,,,,,,0.839122045208774,0.742278217454989,0.68852726126165,0.171090944817709,0.297787256949917,0.954714493774671,0.331884264920303,0.822023029778353
42,19554.6768975957,7267.30024233657,0.874547411602424,36.9285242103974,1.67707353612741,2597.44197489774,64.1021990657669,,9451.5686953948,,,,,,0.539255164530181,0.985499562874892,0.0859194442064461,0.194860250231259,0.458383405308434,0.242486873712037,0.268845727076949,0.771129276508601
43,2490852.34587321,5122.86131993767,0.796861782781734,35.7434651020942,224.682493445688,1354.66462474035,15542.6941009665,,878610.42476142,,,,,,0.310662569056658,0.922464101528531,0.366718390057731,0.910815931327701,0.670112328936874,0.322247467698342,0.364050248607569,0.619269621621062
44,319036.45223659,6013.5356966245,0.79424357365071,35.5317256168504,25.8201337375977,2321.25789164196,1482.3224519171,,114245.46164297,,,,,,0.093776717427025,0.379569371836671,0.795592155343778,0.726293897046326,0.396910207791178,0.628591639410105,0.849821773830151,0.576738744341924
45,59193.4903613176,4790.92938552639,0.713515784478192,34.3743818441735,3.98743363452977,1725.44205032437,164.41196008943,,22472.3302845277,,,,,,0.519888583099565,0.165589750975757,0.13145166239738,0.679799786545555,0.926274556722242,0.463460395770312,0.364784881478694,0.279229030880673
46,14065.2396721574,7471.41603418383,0.946308415101467,38.3044530723034,1.16227530624825,1271.65713101607,48.6331726371572,,7807.90704831722,,,,,,0.837945603110534,0.620371134197488,0.864532689736316,0.867807218583597,0.255789570612002,0.0509157442912139,0.971271011992495,1.09644945771725
47,2357145.84821266,3403.16545076515,0.458469813674848,29.8978342035684,183.316152615332,3831.48234675521,15870.9202115531,,830852.314219681,,,,,,0.201126017865088,0.0572886448730173,0.777488468191172,0.611650211930289,0.169099118785122,0.574798459480848,0.842601397666221,0.550769853619405
48,623206.278600641,7011.71505963061,0.936290295781902,38.0768557868747,49.2506692920902,1263.2537387154,3239.39237405233,,221829.0901956,,,,,,0.903333778677916,0.240789072652473,0.0522986523372729,0.939904993955451,0.332387336435479,0.621239429314128,0.245561714758831,0.499539265845553
49,2645987.61611701,4431.62530326051,0.667049969702001,33.6646150950811,210.918282504371,3029.10212423433,6829.78186282545,,929588.642533497,,,,,,0.181564202996567,0.306876318017622,0.677375448664807,0.154729752718847,0.509529190953424,0.89972823436984,0.593584982982083,0.451974008942265
50,999170.440650539,2543.53187695284,0.417164039850733,30.2637931135739,83.2238094562478,2071.14586284384,895.379793393921,,350705.338789457,,,,,,0.72245789314636,0.507113670151857,0.64895294925365,0.199604941566158,0.118111259100335,0.344226350157331,0.945602455792461,1.00958045768898
51,564090.724063187,3393.1336958938,0.483195863310975,30.560464217771,43.2935649504613,4458.85774868766,91.8700356165262,,198170.465039852,,,,,,0.523128035047957,0.661732111238071,0.39958951930375,0.86355654292996,0.971143247350531,0.948062010568009,0.324326241656996,0.413365948957614
52,1714263.05179324,3130.26037949437,0.530713621337629,31.9857498531479,140.359201837697,2010.76289500553,18434.5210529056,,606835.49806125,,,,,,0.265400141664576,0.313392546743111,0.885555998518967,0.33067825730199,0.589439284795641,0.666504322713444,0.851900673827143,0.599686270246232
53,109652.142413153,2120.68904727081,0.256608220444513,25.830457192137,7.49112149679968,4871.77178434561,3111.23929862354,,39508.7915884617,,,,,,0.883946790651928,0.487677710852627,0.564985521797789,0.714988309599467,0.345351425056032,0.378443054470209,0.710544172215436,0.86972276390186
54,933171.512372965,5496.71724454459,0.768500374637652,35.1654489722236,69.5849840107738,1822.15184356027,3562.23993629136,,329710.359024261,,,,,,0.105848014124253,0.502081524427473,0.2103363111987,0.238743019519229,0.467147573229376,0.449812318939175,0.762951770530893,0.561430775596281
55,2569236.40899294,5893.50496459416,0.808517465040485,35.8171764705891,226.295638612786,1539.39571136008,13261.0915143023,,905602.581190617,,,,,,0.545681131987827,0.217451708132889,0.0987433347935353,0.897358759502404,0.484836709214062,0.429488632845451,0.275252234125797,0.375101432476496
56,1304333.41076559,5642.78654221664,0.720445251226659,34.1856073808126,103.234616910441,3980.52135751764,1521.0132169527,,458691.617768069,,,,,,0.536514825360612,0.0385951850056066,0.129449540456041,0.956244552996013,0.743358815649031,0.505413286403577,0.00587450783836202,0.1365314499577
57,426201.831956426,2447.70861998951,0.31190893754037,27.1291749630224,33.8892156108942,7085.27064864773,1065.10033893146,,149441.783024421,,,,,,0.436931577129219,0.52377640117498,0.371921944764591,0.205682546057817,0.117371853745273,0.862574010112013,0.788788830416132,0.746719838017363
58,139917.982372039,1616.01427134922,0.201442719838896,25.4080165772141,10.5304705880189,3797.95206275508,2520.15260761465,,49866.1077040079,,,,,,0.769885423791386,0.939237113413073,0.427294895656332,0.862386532663243,0.271494813050608,0.50128207649529,0.768023889731103,1.00166398920206
59,1034817.33069131,3129.14894734908,0.444110619243684,29.919630468056,79.9496513586966,5055.91486540026,16271.0673785819,,367895.206373176,,,,,,0.335168466796691,0.498432053149828,0.811574746266951,0.794158119989452,0.561808989601087,0.898588538598911,0.222927087589662,0.424936597949688
60,93043.7132676338,1915.79083919541,0.256387871342613,26.6981791233429,6.8366970401335,3408.71000082145,156.932116207275,,32886.0125852915,,,,,,0.380254700122039,0.661175369060327,0.915928438128827,0.310151606496663,0.28129425789713,0.556723974516489,0.0244353190493785,0.617286083033568
61,57144.8389655506,4698.59436975866,0.714911583790035,34.4355584323133,3.78485389749789,1942.51904236692,316.438120520893,,21733.5780281362,,,,,,0.142113991597256,0.837972693070225,0.540583066075467,0.350669170884123,0.235535976098391,0.111905295270621,0.147846946357645,0.664737207832098
62,98644.2600379682,5585.23793505965,0.854446676184848,36.6447489986639,7.19158060145741,1283.62935371459,6286.91088059435,,38630.2875610725,,,,,,0.302999664733939,0.542394567583334,0.949533941877362,0.780704835839537,0.132593377442085,0.869769421909585,0.403175882906021,0.622711408842652
63,1105525.59603621,6835.07271903114,0.888958121244609,37.2062343229415,88.1626885954194,1709.15499981793,45.8866541145912,,389469.951110815,,,,,,0.864032596663311,0.50981137082632,0.611405476414305,0.0211238950935878,0.720491160170576,0.0750226306720045,0.723100209089718,0.886576482466342
64,13361.2202162701,4368.19478283516,0.714101133699473,34.5492165764312,1.00582208312883,1551.02868121357,2941.04476493797,,7173.13142766111,,,,,,0.329353622754936,0.805892333828111,0.230150267627711,0.526629158616523,0.435446501178904,0.216140935742634,0.865548904517551,0.821407861871166
65,582224.049520849,5031.36660902215,0.740387835282367,34.7818516052619,54.4213823846058,3780.02593494129,32.7517946122313,,205268.65139974,,,,,,0.00643064809627954,0.925329005002811,0.283951719718382,0.476959042729902,0.728489629891768,0.182683670244652,0.795002506250787,0.678332292628477
66,3757.68028110398,4328.06967911654,0.674473805659737,26.0160316648622,0.509110036117489,2528.18626826985,1086.37970917942,,3056.13292470807,,,,,,0.298961729560327,0.572189935212216,0.176288402346784,0.0496661936166428,0.746209515766726,0.77771291230698,0.377204981850081,0.42444905301819
67,266167.50916709,2764.44781417948,0.36418003081034,31.7794087726269,17.1818596750229,1833.81870496744,10222.3692652367,,97281.5128778536,,,,,,0.0634718754399015,0.995381406413548,0.142197567551334,0.064231803059099,0.457946511612274,0.302864055397706,0.178137377716773,0.588921507593431
68,1710580.27180478,4192.81540893672,0.531159987381301,31.7992792356589,147.136366403363,3174.20246591978,11728.3111042718,,603659.989269271,,,,,,0.949197468011475,0.757125939556879,0.789775600700585,0.715885873895281,0.183087067690726,0.0192601374074681,0.183108595236394,0.962349611527122
69,1899388.63593001,2679.52014071512,0.34262680165432,36.0426901197594,157.016292270398,1827.50149825266,15651.4133860145,,670577.047011177,,,,,,0.732945562073254,0.174872013138321,0.97401094887165,0.14709092775979,0.391986318637977,0.112570790931182,0.206418299977338,0.65946995255469
70,2492991.38549316,2637.55060621512,0.316604600089027,34.8887095739906,217.448287725886,1924.48064048569,257.868746263845,,873365.295339426,,,,,,0.941878222079709,0.477054591429623,0.127918315421355,0.751884874482282,0.020504238292024,0.540540394375032,0.770075617990519,0.893263220968781
71,86579.5612458395,2458.09850947845,0.347415618535107,38.2624019048995,5.82839203611649,1524.7737222357,446.55130207309,,31220.5725174489,,,,,,0.767792537860115,0.544376103320548,0.925720975065812,0.287967691085167,0.00861652417421112,0.0558641091917211,0.157506515411638,0.894050497550363
72,121064.434582171,6521.69818685294,0.841609868522245,29.6873726646225,9.76553655825812,5182.92876017892,1040.30580824815,,44597.365209373,,,,,,0.933557136385435,0.311153207916055,0.592981556554324,0.404650141401896,0.438003878511411,0.69901853305874,0.488788055596406,0.699974714062677
73,1833960.14011728,4130.27722193195,0.63292185045971,32.3990716677749,156.216355319216,2454.94149761287,4880.20949204474,,644731.499433925,,,,,,0.45819938531712,0.60289616377477,0.743479541447241,0.0326699546077026,0.654271336355569,0.574685929976911,0.984178950790807,0.826795437297786
74,1144277.87365099,2864.80521778702,0.366097584350855,31.3632021090811,107.029793715961,1972.94014400255,3384.01357821607,,402429.714466618,,,,,,0.568875084626026,0.936651072995216,0.315596940656273,0.585034123072798,0.282904409204965,0.464950285336437,0.366151954331703,0.808295181699567
75,1309244.38010601,4440.63894306036,0.576289784357758,32.8920243042388,98.7072798517961,3311.40204651462,771.287040863258,,459779.239271539,,,,,,0.199582777608608,0.353614430572963,0.707244589911046,0.335027498758756,0.891661155459038,0.640600172608704,0.749688580849587,0.46169054589348
76,1656871.62436642,3247.13531069195,0.460274447279104,35.6862860818623,152.967105700722,2036.71320688376,60.1977428089182,,580909.301095583,,,,,,0.56592701914492,0.121789414444086,0.0874506267630506,0.599501897086999,0.438479487884591,0.0932912536561899,0.727115340930997,0.570226417434073
77,20741.4154014782,5986.18138191265,0.743590514703803,27.9958673224831,1.46022948999959,4975.87585096548,11370.3474396048,,12603.6063512858,,,,,,0.0520309806193571,0.36610875201053,0.96265380282272,0.868900003662783,0.592856891239438,0.746239188840119,0.985979417043178,0.547909314007731
78,1876853.54843543,3372.23364862942,0.475781253435347,34.7848772247748,163.00704119785,2139.63782270354,4569.25918384851,,659379.285754861,,,,,,0.484080440493746,0.718596719713069,0.877418585647691,0.240848106414488,0.643725256056891,0.376271020792822,0.677997657769941,0.822189272474472
79,867756.782517193,7636.81778846266,0.929596753360206,29.1962069934096,76.0687445924629,6456.79953991842,5101.27993102102,,307488.791359067,,,,,,0.262379402898902,0.979283334494479,0.25274825965423,0.629385818728601,0.647450915926534,0.331294086163522,0.22290578982267,0.588820271537935
80,950852.064842174,5563.97860768647,0.805151601813904,28.6262706877827,80.145411276423,3692.96767909922,11985.7320041968,,338338.88046301,,,,,,0.913439835234268,0.182357097126609,0.0883880225849982,0.404672372830339,0.988603331436108,0.517690507369524,0.190150425401009,0.358421854743245
81,1965756.19455097,1603.54855506476,0.206591627804905,37.1537267089964,177.216689767315,1223.45965392473,1580.51228527154,,688947.308270414,,,,,,0.924540867537736,0.301285718838258,0.161038777377191,0.217079052403607,0.976717121941297,0.343088024653782,0.617414013194218,0.60192133607696
82,351352.657515688,6293.07769023645,0.739170178274329,25.0881150850349,30.9034642213648,5587.51034205959,556.949341242365,,124884.192622216,,,,,,0.336786843576197,0.531330530897989,0.38334349695405,0.134230268539136,0.350836955554028,0.0967402086853928,0.297698145146519,0.621198303578087
83,2892652.8100226,5030.00321563758,0.667460091747021,33.1370932248584,267.789513007323,3749.31129179056,1792.91810601329,,1014432.78938525,,,,,,0.340234793002062,0.985166608991629,0.873288388290494,0.255990982547375,0.701703503595383,0.839195068269327,0.962998500224478,0.886648805722399
84,1862445.39019477,2307.60723555129,0.323945144304306,36.8746096432893,149.715973627612,1450.61118434364,1037.54553956921,,652876.282432398,,,,,,0.744438762685809,0.777925175489077,0.248790322503308,0.386894422358801,0.805748367784548,0.328564479941314,0.609100079035538,0.776994616943179
85,75171.8221912597,5886.46287750231,0.764783706550168,29.4795985108221,5.27254998073157,4618.15236008731,8792.55835160969,,30841.0689753913,,,,,,0.241128309961563,0.441184150688261,0.709169361594532,0.014482941280993,0.0239218941083134,0.338601213378666,0.940595433426067,0.859789477074302
86,662419.667279176,5286.65072193009,0.673565392028196,28.2391604846324,46.8536228219467,4183.70064993423,1555.69729072156,,233870.948071311,,,,,,0.966261553187462,0.610730450219594,0.969077950967254,0.197928570605059,0.915820462139887,0.816551546588311,0.61752155113686,0.810277126895931
87,340020.228670499,3158.2744877901,0.416229429734227,34.285610081507,28.3303942519182,2137.70368953574,4448.3130082429,,121395.185598971,,,,,,0.169515029936618,0.125717672372999,0.564725879789622,0.640061106201724,0.663142110527568,0.435276667797695,0.342723495697486,0.271173295975709
88,848657.519604641,3110.63815854651,0.448299232437611,36.2849757711367,72.0244535873545,1905.55189302561,3978.95038558595,,299272.264604367,,,,,,0.846726130163439,0.645175446636797,0.812823724654355,0.183588383964371,0.52823906640707,0.337534564348757,0.907434703027166,1.02171966229373
89,756415.998284158,4563.00751744108,0.689784875619168,33.8375276697611,60.9198371410738,2799.08100532031,4279.15758697506,,267548.236452511,,,,,,0.0658317585916919,0.652538118934645,0.296022652318627,0.598251312832612,0.380865419711959,0.0222609574289933,0.402468793323112,0.565350808976702
90,822321.020984194,4953.31564354859,0.805949145481485,33.2364646928038,71.0071902165938,2690.40850866075,10764.3653293049,,292864.128747367,,,,,,0.0546776569642572,0.227432110455704,0.534794245622607,0.227831800453812,0.462740838687545,0.612584576938721,0.722665822672847,0.444196264076301
91,1790128.52434824,1259.83675659298,0.178429731631006,35.5326349986776,155.439677064839,1215.99824875051,1362.57035969283,,627273.641267445,,,,,,0.965930413693175,0.0317136651604153,0.805949077044416,0.928237633250576,0.177299131442256,0.0785568819147824,0.0972194919310764,0.622354708841414
92,299603.345517461,1368.14724746372,0.77368753240538,39.5030442979729,24.7939268531669,3102.9467369461,2364.21806702032,,105704.17391657,,,,,,0.329435584515078,0.266507509256757,0.190449628769176,0.911214841537091,0.350611080441564,0.0231981615194143,0.0799670404033714,0.364253823166418
93,490979.907582501,5921.39627289207,0.881040504623127,31.1266544061562,40.6336280901016,2364.65383836024,735.838433226665,,174139.149598612,,,,,,0.747116203556695,0.583348015387296,0.973414433201957,0.887821570977802,0.301733531994258,0.00168968899654758,0.218679857539851,0.819379622775299
94,196789.788104145,6460.50840767099,0.446384562294847,31.0080762214852,13.4286200774975,1457.70123246917,66.5623709563854,,71322.2632543799,,,,,,0.224158184430944,0.980002324459198,0.160542533727443,0.597994313829811,0.111864206256612,0.346677958107825,0.367057658949502,0.741978829684496
95,23772.2095066025,3281.3988229519,0.494799809187488,29.0716249109091,1.62917710219674,4242.03719192105,745.798904760079,,9265.48346928373,,,,,,0.412919738582169,0.624982879610371,0.0314842182335783,0.0153896735028554,0.295827602229321,0.208377583122499,0.977623969195216,0.856959428483098
96,199539.584600974,3438.40212674526,0.500844350519882,35.1882420396702,13.407299781476,3730.44604701775,1645.12482139265,,71209.5567016537,,,,,,0.715603856686983,0.789976485594622,0.823475677990162,0.621668045154694,0.501207904451302,0.07695484708314,0.650058835776875,0.967421581519465
97,363769.256958832,3265.04457190439,0.431135862847419,35.4110042706518,32.0651704626863,2551.57295646639,6624.30422139255,,130384.342169891,,,,,,0.152490988686368,0.259409700490143,0.501511847902578,0.260667936065897,0.685519654370166,0.998782242062977,0.935809300079534,0.438668231345095
98,1185705.90992711,3145.05208314582,0.984627034446587,32.8072210677632,103.494333327199,2986.80262938071,307.375174099459,,415908.693059026,,,,,,0.879529470713077,0.186759687927545,0.670732425447703,0.975634235355861,0.936923540640266,0.331180964601764,0.667373536769803,0.586495584881342
99,91834.4471938305,8466.71541641968,0.958545486333907,31.1677727221001,7.17410123168791,5413.92178802358,8392.42388787483,,37482.90988805,,,,,,0.198199903394598,0.388775032075444,0.362325284799164,0.260541866655514,0.348098125558796,0.0156067078944035,0.277631031617169,0.508052274603387
100,4467365.27906449,7351.73296187199,0.724672541124625,24.772387716713,440.476680476685,3102.60815803948,11133.1337863459,,1569577.40137655,,,,,,0.433363116678536,0.595184949705182,0.472772173062606,0.317527220522529,0.45872136233319,0.493984098229235,0.754304272686248,0.74040361657873
101,195788.146950172,4884.68015336738,0.819582488310488,26.1293250806839,13.1765626304961,6039.49308589447,3585.89880032368,,70765.0030459948,,,,,,0.397296322905483,0.997215774882928,0.164322133310991,0.15515209812634,0.445602839105254,0.333759127304943,0.257079243921953,0.726724872539063
